timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-23T12:19:45,codecarbon,e080413e-d5ca-4c8b-a230-6dd806dd66e7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5153613869988476,1.7038495809377285e-06,1.1243849787621811e-06,6.753348699500002,11.621682946999432,20.0,1.8871909098923633e-06,4.8627816679885916e-06,5.5871977388859606e-06,1.2337170316766916e-05,0.0,Belgium,BEL,,,,Linux-6.18.32-1-lts-x86_64-with-glibc2.43,3.12.3,3.2.7,12,11th Gen Intel(R) Core(TM) i5-11400F @ 2.60GHz,1,1 x NVIDIA GeForce RTX 3060 Ti,,,23.23291015625,machine,0,0,0,0,N,1.0,0.0
